event_id,tower_id,event_type,severity,start_ts,end_ts,affected_subscribers_est,region,state,latitude,longitude,vendor,resolved,root_cause,created_at
330088d5-25ea-48c2-905d-8bae44098c08,TWR-69245,cell_outage,INFO,2023-06-04 22:28:21,2023-06-05 04:10:12,22803,REGION-10,OH,30.621291,-71.603678,ZTE,1,unknown,2023-06-04 22:28:21
79c8ff37-3682-4628-86a0-2a6e4a6fadc1,TWR-26544,handoff_failure,P2,2022-04-25 06:01:49,2022-04-25 17:43:29,5599,REGION-20,CO,34.804067,-101.190317,Samsung,1,unknown,2022-04-25 06:01:49
95c47dbf-4863-4cee-8ba0-b6d786f79532,TWR-54473,interference_detected,P4,2022-04-26 09:23:51,2022-04-27 08:39:25,29302,REGION-15,GA,42.650596,-75.910266,Nokia,1,power_issue,2022-04-26 09:23:51
94292aec-1afa-4e97-bd14-9c3d980082d4,TWR-80545,fiber_cut,P4,2024-02-20 08:46:09,2024-02-20 22:36:32,17624,REGION-11,NJ,48.241349,-71.981224,Samsung,1,vandalism,2024-02-20 08:46:09
34e4bc4d-d5d5-470e-b855-9524237c9ff5,TWR-47667,restored,P1,2024-06-04 01:56:39,2024-06-05 04:06:11,37351,REGION-16,AZ,29.006724,-104.574209,,1,unknown,2024-06-04 01:56:39
9ecbc4fb-bdc9-4347-ae68-d0a81a307acf,TWR-15778,handoff_failure,P2,2024-04-09 06:13:59,2024-04-09 21:26:49,33265,REGION-2,CA,47.565945,-91.792241,Huawei,0,,2024-04-09 06:13:59
13f37ab7-44d7-458a-82b2-57111c2f18b3,TWR-35166,maintenance_window,P2,2022-05-22 18:50:52,2022-05-24 08:59:01,47284,REGION-16,MI,41.921887,-89.694613,Ericsson,0,,2022-05-22 18:50:52
5a31e428-0370-4955-b7bd-953df432f467,TWR-85965,maintenance_window,P4,2022-12-06 12:26:11,2022-12-07 23:33:02,,REGION-10,MA,32.392125,-86.817002,Ericsson,1,software_bug,2022-12-06 12:26:11
37b3ffb6-728b-4aac-8e37-ca5dcb95e529,TWR-50499,power_failure,P2,2024-04-01 06:39:09,2024-04-01 08:39:17,35301,REGION-18,OH,39.48404,-88.811529,Nokia,1,capacity_exceeded,2024-04-01 06:39:09
3f2188d1-dd3b-4d39-be51-6fdee9e5cd5f,TWR-77154,congestion,P1,2022-10-23 02:56:35,,48334,REGION-16,CA,40.605088,-82.457006,Nokia,1,vandalism,2022-10-23 02:56:35
f3dd2270-4c73-435d-b9d2-6931a0350056,TWR-68138,tower_degraded,P3,2023-07-05 18:33:07,2023-07-06 04:18:50,12938,REGION-16,MI,31.955686,-123.887469,,1,software_bug,2023-07-05 18:33:07
78541b35-efba-4b78-b1c7-ea4050c5a8dd,TWR-39581,restored,P2,2023-12-03 13:50:29,2023-12-05 09:22:44,31716,REGION-8,WA,48.137758,-104.877688,,1,hardware_failure,2023-12-03 13:50:29
8447c5fa-5b40-4fc3-8728-eff5db04829d,TWR-41195,restored,INFO,2023-07-09 05:41:21,2023-07-10 21:18:33,7533,REGION-9,MI,31.272057,-79.517974,ZTE,1,software_bug,2023-07-09 05:41:21
0c2f37e4-f644-49d2-9852-c2e47ab3fa2c,TWR-82420,interference_detected,P2,2024-03-10 01:35:52,2024-03-11 12:11:15,533,REGION-11,OH,31.687165,-121.973095,Nokia,1,hardware_failure,2024-03-10 01:35:52
c1fba0b3-5b9c-4556-bb53-0233ef0e8cd7,TWR-57453,capacity_alert,P3,2024-12-12 09:23:16,,39728,REGION-18,NJ,41.72154,-85.23271,,1,unknown,2024-12-12 09:23:16
754954f0-d23a-4d06-a544-ec4c64f1fd7e,TWR-81511,maintenance_window,INFO,2022-09-20 17:50:13,2022-09-22 09:03:24,,REGION-11,CO,24.656269,-70.957717,Samsung,1,software_bug,2022-09-20 17:50:13
8bc81e03-e102-48a5-987e-c6ba57e89f40,TWR-33891,fiber_cut,INFO,2023-12-18 19:54:50,2023-12-18 20:19:17,15403,REGION-4,MI,38.578232,-114.398942,Samsung,1,software_bug,2023-12-18 19:54:50
c44526a6-e7c0-4b5f-82fe-403bd8d6c284,TWR-53719,interference_detected,P4,2022-10-23 03:53:40,2022-10-23 18:55:28,32617,REGION-11,NC,35.508347,-104.054647,Huawei,1,config_error,2022-10-23 03:53:40
f9cba91a-1829-48a3-9139-a98269b26c01,TWR-26341,fiber_cut,INFO,2024-06-15 22:26:17,2024-06-16 20:51:34,20049,REGION-12,CO,32.549545,-104.024804,,1,weather,2024-06-15 22:26:17
01c41f72-f203-4981-9ea1-e5055d426390,TWR-10371,power_failure,INFO,2022-09-18 22:03:54,2022-09-20 10:13:52,39597,REGION-19,CA,44.162859,-107.369849,Nokia,1,capacity_exceeded,2022-09-18 22:03:54
55ec8ded-8f3a-4373-9545-31150578afba,TWR-45992,cell_outage,P2,2024-06-25 12:54:27,2024-06-25 20:44:16,12582,REGION-10,VA,43.139032,-78.565811,Nokia,1,power_issue,2024-06-25 12:54:27
2e839c3f-e525-47ca-93b6-0d6ec064ccb9,TWR-15706,handoff_failure,P1,2024-02-25 17:30:44,2024-02-25 19:54:09,32561,REGION-16,IL,34.168591,-67.368721,ZTE,1,power_issue,2024-02-25 17:30:44
d59c0d7a-bd0f-48b8-bf66-e30ec45850c8,TWR-85243,power_failure,INFO,2022-01-07 15:28:57,2022-01-08 07:07:33,33655,REGION-1,WA,26.503079,-119.239393,Huawei,1,vandalism,2022-01-07 15:28:57
4f513263-b38a-4ef0-8b41-a194d5b9580b,TWR-79352,fiber_cut,INFO,2022-12-02 18:51:19,2022-12-02 22:37:35,23885,REGION-14,GA,32.386395,-81.84669,Huawei,1,power_issue,2022-12-02 18:51:19
a043c3c5-ff23-42eb-8022-bfc7815a439b,TWR-80010,congestion,P2,2024-03-15 14:17:59,,38713,REGION-19,FL,43.081686,-83.483441,Huawei,1,config_error,2024-03-15 14:17:59
b04d7132-51ba-4cad-82ec-288667c54636,TWR-71462,capacity_alert,P4,2023-06-26 11:07:09,,21564,REGION-6,VA,35.501452,-70.28797,Nokia,1,,2023-06-26 11:07:09
cc1f45c4-2e50-4c03-8029-c9f7ebec7bde,TWR-98381,fiber_cut,P2,2023-07-22 03:48:04,2023-07-23 00:47:41,2334,REGION-12,VA,46.340005,-106.359827,Samsung,1,vandalism,2023-07-22 03:48:04
d0a2be7c-82f5-4dfa-8efd-2fb1506102b0,TWR-96159,congestion,P2,2024-09-04 20:26:31,,22023,REGION-3,IL,43.209801,-115.432026,,0,,2024-09-04 20:26:31
0f3c1dea-5492-452a-888b-563d0dab8aa1,TWR-67954,cell_outage,P2,2023-06-01 16:06:35,2023-06-03 00:08:51,31258,REGION-13,IL,24.83702,-105.648249,ZTE,1,hardware_failure,2023-06-01 16:06:35
b92d23c2-589c-4855-87d9-903f63c4bf2d,TWR-96951,capacity_alert,P3,2022-08-21 11:49:39,,37142,REGION-19,CA,36.073178,-68.143654,,1,vandalism,2022-08-21 11:49:39
7c7c5494-f0d9-49ee-b9eb-cceebab50835,TWR-24953,restored,P3,2023-01-23 18:35:52,2023-01-23 20:53:08,14747,REGION-1,VA,29.200344,-121.055033,,1,hardware_failure,2023-01-23 18:35:52
463fbcfb-38c8-4302-9f32-9fa78cbcc3b6,TWR-86380,tower_degraded,P3,2022-04-11 22:35:54,2022-04-13 11:53:11,44148,REGION-10,AZ,46.726693,-97.19481,Huawei,0,,2022-04-11 22:35:54
4b3d9f0b-141a-4bec-b06c-4dd76ef1d2dd,TWR-55830,handoff_failure,P3,2022-10-11 02:44:43,2022-10-12 20:18:04,42673,REGION-2,VA,27.405421,-98.453758,Ericsson,1,weather,2022-10-11 02:44:43
2dd0858c-1c6e-4aac-abd1-ff1454f66c22,TWR-86225,tower_degraded,P3,2024-11-03 21:53:31,2024-11-05 01:47:26,2569,REGION-5,MI,28.591974,-72.647569,Nokia,0,,2024-11-03 21:53:31
0b6e7733-c112-4082-968d-2def4d6f3c46,TWR-65576,fiber_cut,INFO,2022-12-10 01:09:21,2022-12-10 05:46:53,29906,REGION-18,OH,33.726236,-109.487852,Ericsson,1,power_issue,2022-12-10 01:09:21
e9b7ae12-e79e-4833-95ee-c6dabfe759b1,TWR-37659,congestion,P2,2022-12-08 08:53:48,,4352,REGION-14,IL,26.692818,-100.162987,Ericsson,1,vandalism,2022-12-08 08:53:48
1c58ecb2-a8e2-453c-8f8a-a57961801838,TWR-32838,power_failure,INFO,2022-09-26 12:51:11,2022-09-26 17:39:07,350,REGION-2,TX,43.494954,-76.628464,ZTE,1,capacity_exceeded,2022-09-26 12:51:11
6391400e-5d40-4081-9c44-6d0f796af743,TWR-32871,fiber_cut,INFO,2022-06-04 07:49:31,2022-06-06 03:43:40,21751,REGION-4,MA,45.773903,-107.301304,Samsung,1,power_issue,2022-06-04 07:49:31
36e20f8f-bdb8-4cc3-bf8f-122f4dba9513,TWR-15383,cell_outage,P4,2023-03-15 12:07:35,2023-03-15 22:43:49,4425,REGION-5,MI,25.091248,-112.3091,ZTE,0,,2023-03-15 12:07:35
d3c705b7-32d6-41a1-b0e2-10674c8e1307,TWR-29773,congestion,P3,2023-11-25 15:49:33,,46241,REGION-19,CA,48.445007,-90.554834,ZTE,1,config_error,2023-11-25 15:49:33
fc5058fe-8a7c-4490-9a62-6648d1ec042d,TWR-88907,cell_outage,P2,2024-05-06 23:38:48,2024-05-07 07:30:15,27778,REGION-10,NJ,46.352639,-109.552343,Huawei,0,,2024-05-06 23:38:48
af0b08f9-14b7-453b-ac1f-1ee18738d134,TWR-47450,congestion,P3,2023-01-16 17:19:01,,10793,REGION-12,VA,34.564707,-105.182856,Ericsson,0,,2023-01-16 17:19:01
ac70ea2c-37d9-4bdd-8b41-40ec1d8ed662,TWR-26544,power_failure,P4,2022-11-24 18:15:43,2022-11-26 14:03:25,27976,REGION-11,OH,26.685354,-99.288151,Huawei,1,config_error,2022-11-24 18:15:43
14bf2a76-21f4-48bc-927c-416098924d80,TWR-38197,cell_outage,P2,2022-02-12 18:24:26,2022-02-13 23:10:03,16684,REGION-5,NC,27.497834,-107.587904,Samsung,1,weather,2022-02-12 18:24:26
305dc435-6c08-45b2-bc26-4e7b11c1cf18,TWR-65296,fiber_cut,INFO,2022-08-15 07:41:54,2022-08-15 23:15:41,,REGION-11,NJ,25.086067,-95.027366,Nokia,1,weather,2022-08-15 07:41:54
c63bf027-e252-49ef-8936-f250c3d596d8,TWR-66387,cell_outage,P4,2022-05-10 11:51:49,2022-05-11 22:48:48,25486,REGION-14,CO,33.456763,-109.980356,Nokia,1,hardware_failure,2022-05-10 11:51:49
71b482dd-0e72-4257-87d2-c308246013e2,TWR-12799,tower_degraded,P3,2023-12-29 20:34:48,2023-12-31 18:24:00,21717,REGION-11,VA,40.220525,-81.134512,Samsung,1,vandalism,2023-12-29 20:34:48
f1a2ec0e-8020-47ec-817d-24439a4c81d0,TWR-52823,interference_detected,INFO,2024-07-07 03:52:34,2024-07-08 17:01:12,13251,REGION-15,TX,32.780402,-86.792013,ZTE,0,,2024-07-07 03:52:34
d9f3c0a0-1807-4559-ad5c-7dc52e118f4c,TWR-81582,fiber_cut,P1,2024-06-28 00:03:23,2024-06-29 17:13:18,35557,REGION-1,OH,27.270085,-109.235734,,1,weather,2024-06-28 00:03:23
867631fd-9f54-493b-907f-3cc09fc1816c,TWR-17592,maintenance_window,P2,2024-09-26 18:35:53,2024-09-27 22:51:42,22165,REGION-16,IL,43.125061,-82.684605,Huawei,1,capacity_exceeded,2024-09-26 18:35:53
c236b634-fa29-4d36-a357-c4d07509df4f,TWR-87397,power_failure,P1,2024-10-20 07:02:01,2024-10-20 17:33:29,40226,REGION-3,WA,40.07014,-70.834537,Huawei,1,power_issue,2024-10-20 07:02:01
5e432437-bef2-4256-b56f-d3e517ed3783,TWR-41186,power_failure,P4,2022-04-03 16:26:13,2022-04-04 17:14:17,,REGION-20,AZ,42.947617,-109.283314,ZTE,0,,2022-04-03 16:26:13
9ae68f87-4be8-4a28-80b9-6d06c7815ab2,TWR-37110,maintenance_window,P2,2024-03-30 14:39:12,2024-03-31 21:14:52,46690,REGION-10,NY,44.191053,-83.434587,Ericsson,0,,2024-03-30 14:39:12
75cedb11-acdc-4d21-aa58-5808160fef72,TWR-11330,fiber_cut,P3,2023-03-30 06:31:13,2023-03-30 07:08:19,21270,REGION-4,OH,32.259006,-114.865579,Samsung,1,config_error,2023-03-30 06:31:13
fd75186b-2303-46cd-ac92-4ec206410e63,TWR-82384,cell_outage,P1,2023-08-16 01:18:18,2023-08-16 07:28:02,30186,REGION-19,FL,34.299654,-111.424487,ZTE,1,vandalism,2023-08-16 01:18:18
83f79dad-facb-46a1-bf82-5099ffa27981,TWR-67749,power_failure,P1,2023-02-02 03:14:28,2023-02-03 05:23:37,2797,REGION-5,OH,36.290321,-73.715461,ZTE,1,config_error,2023-02-02 03:14:28
8b478405-eed0-4db2-aacd-a9c71cccb2b8,TWR-85631,tower_degraded,P3,2023-03-25 19:37:36,2023-03-26 08:11:33,9649,REGION-19,NY,28.120859,-99.318522,ZTE,1,unknown,2023-03-25 19:37:36
604a1369-5178-470a-9e7f-c19c9b0268bc,TWR-84228,handoff_failure,P1,2023-04-05 11:47:29,2023-04-06 06:26:28,46535,REGION-11,MA,26.609807,-104.590753,Huawei,1,power_issue,2023-04-05 11:47:29
f770440c-f883-4076-b68e-cc588cd5976e,TWR-85392,maintenance_window,INFO,2024-08-29 18:13:11,2024-08-31 12:04:35,12748,REGION-20,IL,41.42747,-79.804899,Huawei,1,capacity_exceeded,2024-08-29 18:13:11
4614e6a1-f756-4788-a273-c20c860be7da,TWR-57739,capacity_alert,P4,2024-02-29 18:45:36,,40480,REGION-4,CA,40.897921,-112.774628,,1,power_issue,2024-02-29 18:45:36
0e44209e-4f92-4e56-9d8f-1f118b21cfd5,TWR-41963,restored,P2,2024-02-16 17:56:12,2024-02-16 20:13:10,5777,REGION-15,FL,27.47823,-86.556398,,1,,2024-02-16 17:56:12
355bed75-1197-4b90-8128-44571574e8dc,TWR-46048,capacity_alert,P3,2024-08-24 07:17:54,,,REGION-18,CO,31.062181,-92.371905,Nokia,1,software_bug,2024-08-24 07:17:54
070c3be3-c9ed-4986-8998-44a2cd7266e4,TWR-19329,interference_detected,P2,2023-03-02 14:26:35,2023-03-03 17:07:36,4319,REGION-11,MA,34.003827,-119.718243,Samsung,1,capacity_exceeded,2023-03-02 14:26:35
ec398612-8716-4260-bcbc-193299fe19f1,TWR-20205,capacity_alert,P1,2023-11-16 08:39:29,,,REGION-9,WA,39.255329,-122.846047,,1,hardware_failure,2023-11-16 08:39:29
7779b337-3239-44ef-87e6-5faac96fece4,TWR-66959,congestion,P2,2022-09-25 01:52:35,,20814,REGION-12,NC,47.548972,-97.379881,Samsung,0,,2022-09-25 01:52:35
2f0e4a94-03c4-43b3-bb10-89c92ffb49a6,TWR-53207,handoff_failure,INFO,2024-06-13 11:33:09,2024-06-15 07:24:50,35218,REGION-13,VA,48.538561,-99.178979,,1,,2024-06-13 11:33:09
50e0bbd6-dece-4b29-b00a-33591ba5c3bc,TWR-77449,power_failure,INFO,2024-01-22 00:48:33,2024-01-22 13:57:11,5524,REGION-12,VA,33.141624,-118.326088,Ericsson,1,weather,2024-01-22 00:48:33
200abd0e-099d-46d3-b28b-d94db1b45b3f,TWR-24896,congestion,P2,2024-06-22 05:32:02,,45087,REGION-15,OH,27.715306,-97.933851,Nokia,1,unknown,2024-06-22 05:32:02
587be65a-7d78-4fe2-a57b-e569585f1d68,TWR-98117,capacity_alert,INFO,2023-04-11 14:19:13,,43550,REGION-16,TX,27.298506,-68.518634,Ericsson,1,unknown,2023-04-11 14:19:13
ce8400e7-715f-482e-9692-a4208d0d8310,TWR-15229,tower_degraded,P3,2024-09-05 17:04:45,2024-09-05 17:52:33,35413,REGION-5,GA,27.012483,-99.929634,Huawei,1,software_bug,2024-09-05 17:04:45
ce86c75b-e26d-48d9-9c32-03fdf76e855b,TWR-63736,cell_outage,P3,2023-08-20 19:50:41,2023-08-21 05:19:40,20135,REGION-5,AZ,36.989535,-90.192002,Huawei,1,weather,2023-08-20 19:50:41
eeeee448-de22-496b-a734-f1840fc1ba93,TWR-82667,cell_outage,P1,2022-01-01 17:05:51,2022-01-03 11:01:31,,REGION-7,TX,47.227772,-81.942444,Huawei,1,vandalism,2022-01-01 17:05:51
2b494d53-1497-4127-a9da-1be101eef6b6,TWR-19305,handoff_failure,P3,2024-07-28 03:19:32,2024-07-28 18:33:34,17323,REGION-7,MI,36.091964,-80.258773,ZTE,1,vandalism,2024-07-28 03:19:32
0814ee74-4a65-4204-a6a9-7b825774f823,TWR-89129,cell_outage,P1,2022-12-06 22:34:08,2022-12-07 16:12:50,11174,REGION-18,TX,40.778114,-88.431312,Samsung,1,vandalism,2022-12-06 22:34:08
3fef52a7-1191-49f3-8161-0ae37952a3b5,TWR-65933,fiber_cut,P2,2024-10-07 01:53:09,2024-10-08 14:45:01,16951,REGION-6,MI,43.85403,-82.813986,ZTE,1,weather,2024-10-07 01:53:09
777fad26-8c36-4d35-a418-600da5abc1b1,TWR-76497,congestion,P2,2022-12-13 07:55:17,,38948,REGION-11,MI,25.154551,-87.036886,,1,hardware_failure,2022-12-13 07:55:17
53b831b8-8708-49b1-9f5a-9eeb3d0bf99e,TWR-37659,restored,P2,2024-11-12 04:01:50,2024-11-13 08:19:21,28881,REGION-7,NC,34.93651,-67.565142,Nokia,1,software_bug,2024-11-12 04:01:50
67c17e0c-1cd5-4aa6-b376-12082faa275f,TWR-26540,capacity_alert,P4,2024-01-17 09:15:42,,8308,REGION-10,IL,44.810584,-71.294934,Ericsson,1,,2024-01-17 09:15:42
9f1d262e-a9f8-42c4-b78b-a196ba9d9f34,TWR-17989,congestion,P2,2022-09-01 21:04:04,,9844,REGION-6,NC,29.911726,-102.640967,Nokia,1,config_error,2022-09-01 21:04:04
f4cbff60-f719-4ea8-84c4-1a0bfe3b3148,TWR-19862,capacity_alert,INFO,2024-07-07 00:11:51,,9162,REGION-18,NY,47.103614,-81.793515,Nokia,1,,2024-07-07 00:11:51
ca9cd535-5b07-4224-9fa4-d09656930885,TWR-57049,power_failure,P1,2023-10-29 03:55:13,2023-10-29 23:05:45,45845,REGION-11,NC,24.680145,-82.657475,Nokia,1,unknown,2023-10-29 03:55:13
e2690021-bfec-4125-a20e-067fda272205,TWR-57749,maintenance_window,INFO,2022-07-07 00:23:18,2022-07-07 17:34:05,36711,REGION-15,OH,29.338856,-88.79801,Samsung,0,,2022-07-07 00:23:18
e7d0e9e8-22df-4ef2-a7d6-a352d7fab32a,TWR-22978,interference_detected,P3,2023-09-15 19:28:25,2023-09-16 17:51:06,17911,REGION-16,AZ,31.804498,-89.856519,Ericsson,1,config_error,2023-09-15 19:28:25
b4f3798c-9ebc-4247-94e5-c65ab0ad8ac8,TWR-88172,congestion,INFO,2022-01-31 16:58:53,,41240,REGION-12,MA,34.34178,-68.380205,ZTE,1,software_bug,2022-01-31 16:58:53
5f807930-6d7d-42de-ad94-dad240a04e98,TWR-46208,power_failure,P3,2024-12-12 15:39:11,2024-12-12 18:40:45,27845,REGION-11,NC,26.495778,-96.750971,Nokia,1,config_error,2024-12-12 15:39:11
d50ee7fa-004a-422a-b0a2-6e844c7b5586,TWR-46512,maintenance_window,P1,2024-02-19 20:49:39,2024-02-20 13:22:58,9114,REGION-6,NC,26.031264,-101.820232,Nokia,1,hardware_failure,2024-02-19 20:49:39
8191dbb4-ec3a-428a-821a-eaadd8f28fb8,TWR-39041,handoff_failure,P1,2022-08-02 08:31:08,2022-08-04 06:58:06,,REGION-13,GA,28.335591,-74.515739,Nokia,1,vandalism,2022-08-02 08:31:08
1bbb5e62-2a1c-4b72-bb94-e1d918c2716d,TWR-20993,power_failure,INFO,2023-08-18 23:56:47,2023-08-19 09:42:10,29337,REGION-4,TX,36.690566,-91.164464,Ericsson,1,unknown,2023-08-18 23:56:47
14232e57-75d0-48b0-9961-a98dde7d87f6,TWR-32241,congestion,INFO,2022-10-17 17:43:44,,10745,REGION-8,MA,42.383792,-77.451701,Samsung,1,unknown,2022-10-17 17:43:44
fa989644-52c6-497e-911e-3fd5f3658fef,TWR-24201,fiber_cut,INFO,2024-07-14 23:17:28,2024-07-16 19:25:06,989,REGION-15,AZ,26.444419,-92.731463,ZTE,1,,2024-07-14 23:17:28
760b9c89-4660-4bdb-92a6-fda0d3bbe309,TWR-67176,congestion,P3,2023-06-25 16:59:01,,35179,REGION-20,MA,37.109896,-111.514598,Samsung,0,,2023-06-25 16:59:01
6a4a9337-9ca1-49b7-b209-f696d3bb7bb1,TWR-87278,interference_detected,P1,2023-01-12 18:00:56,2023-01-14 05:03:46,11019,REGION-17,CO,28.688021,-91.987971,Nokia,1,capacity_exceeded,2023-01-12 18:00:56
c104e91a-7eb8-4fa7-bbfe-fc07ec39e999,TWR-23875,power_failure,P3,2022-12-06 01:36:53,2022-12-07 20:55:03,36099,REGION-18,FL,35.390751,-119.415572,Nokia,1,,2022-12-06 01:36:53
9e903674-4089-499e-8fe2-106e7feca7ae,TWR-16572,power_failure,INFO,2024-07-27 02:55:22,2024-07-27 17:51:35,34311,REGION-3,TX,44.61085,-102.387662,Huawei,0,,2024-07-27 02:55:22
4945ce8e-300e-4c09-b847-eb9ae5edfcf9,TWR-76496,capacity_alert,P1,2022-08-03 13:58:15,,7699,REGION-6,MI,40.523878,-93.715285,Nokia,1,config_error,2022-08-03 13:58:15
99bff36d-20c7-4ea4-98f4-f7c13c3ca3cf,TWR-22387,cell_outage,P2,2022-09-11 12:01:41,2022-09-13 07:54:02,21742,REGION-18,NY,46.157499,-91.037258,Samsung,1,software_bug,2022-09-11 12:01:41
b0bc0720-cc27-4c88-9c26-46753924ebe6,TWR-12011,maintenance_window,P1,2022-03-06 14:12:27,2022-03-08 05:38:42,4410,REGION-14,CA,41.028526,-107.019704,Ericsson,1,config_error,2022-03-06 14:12:27
1e3bffd2-4e19-4e62-9bcf-31b02955b429,TWR-83792,capacity_alert,P2,2023-05-09 02:06:27,,37619,REGION-18,OH,39.181696,-108.252661,,1,unknown,2023-05-09 02:06:27
